id,node_type,wiki_url
Helaman Ferguson,expanded,https://en.wikipedia.org/wiki/Helaman_Ferguson
Henotheism,expanded,https://en.wikipedia.org/wiki/Henotheism
Henri Bergson,expanded,https://en.wikipedia.org/wiki/Henri_Bergson
Henri Poincaré,expanded,https://en.wikipedia.org/wiki/Henri_Poincar%C3%A9
Henrik Gabriel Porthan,expanded,https://en.wikipedia.org/wiki/Henrik_Gabriel_Porthan
Henrik Wergeland,expanded,https://en.wikipedia.org/wiki/Henrik_Wergeland
Henry David Thoreau,expanded,https://en.wikipedia.org/wiki/Henry_David_Thoreau
Henry Fuseli,expanded,https://en.wikipedia.org/wiki/Henry_Fuseli
Henry Garrett (psychologist),expanded,https://en.wikipedia.org/wiki/Henry_Garrett_%28psychologist%29
Henry James,expanded,https://en.wikipedia.org/wiki/Henry_James
Henry James (biographer),expanded,https://en.wikipedia.org/wiki/Henry_James_%28biographer%29
Henry James Sr.,expanded,https://en.wikipedia.org/wiki/Henry_James_Sr.
Henry Rutgers Marshall,expanded,https://en.wikipedia.org/wiki/Henry_Rutgers_Marshall
Henry Wadsworth Longfellow,expanded,https://en.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
Henryk Wieniawski,expanded,https://en.wikipedia.org/wiki/Henryk_Wieniawski
Heraclitus,expanded,https://en.wikipedia.org/wiki/Heraclitus
Herbert A. Simon,expanded,https://en.wikipedia.org/wiki/Herbert_A._Simon
Herbert Langfeld,expanded,https://en.wikipedia.org/wiki/Herbert_Langfeld
Herbert Spencer,expanded,https://en.wikipedia.org/wiki/Herbert_Spencer
Herbert Woodrow,expanded,https://en.wikipedia.org/wiki/Herbert_Woodrow
Hercules Road,expanded,https://en.wikipedia.org/wiki/Hercules_Road
Hermann Helmholtz,expanded,https://en.wikipedia.org/wiki/Hermann_Helmholtz
Hero,expanded,https://en.wikipedia.org/wiki/Hero
Hibbert Lectures,expanded,https://en.wikipedia.org/wiki/Hibbert_Lectures
Hilary Putnam,expanded,https://en.wikipedia.org/wiki/Hilary_Putnam
Hinke Osinga,expanded,https://en.wikipedia.org/wiki/Hinke_Osinga
Hiroshi Sugimoto,expanded,https://en.wikipedia.org/wiki/Hiroshi_Sugimoto
His Dark Materials,expanded,https://en.wikipedia.org/wiki/His_Dark_Materials
Historic England,expanded,https://en.wikipedia.org/wiki/Historic_England
Historical fiction,expanded,https://en.wikipedia.org/wiki/Historical_fiction
History of psychology,expanded,https://en.wikipedia.org/wiki/History_of_psychology
History of religion,expanded,https://en.wikipedia.org/wiki/History_of_religion
History painting,expanded,https://en.wikipedia.org/wiki/History_painting
Holistic,expanded,https://en.wikipedia.org/wiki/Holistic
Holy Spirit,expanded,https://en.wikipedia.org/wiki/Holy_Spirit
Holy Thursday (Songs of Experience),expanded,https://en.wikipedia.org/wiki/Holy_Thursday_%28Songs_of_Experience%29
Holy Thursday (Songs of Innocence),expanded,https://en.wikipedia.org/wiki/Holy_Thursday_%28Songs_of_Innocence%29
Homer,expanded,https://en.wikipedia.org/wiki/Homer
Homosexuality,expanded,https://en.wikipedia.org/wiki/Homosexuality
Horace Kallen,expanded,https://en.wikipedia.org/wiki/Horace_Kallen
Horatio Alger,expanded,https://en.wikipedia.org/wiki/Horatio_Alger
Hosier,expanded,https://en.wikipedia.org/wiki/Hosier
Houghton Mifflin Harcourt,expanded,https://en.wikipedia.org/wiki/Houghton_Mifflin_Harcourt
Howard C. Warren,expanded,https://en.wikipedia.org/wiki/Howard_C._Warren
Hristo Botev,expanded,https://en.wikipedia.org/wiki/Hristo_Botev
Hudson River School,expanded,https://en.wikipedia.org/wiki/Hudson_River_School
Hugo Münsterberg,expanded,https://en.wikipedia.org/wiki/Hugo_M%C3%BCnsterberg
Hugo Wolf,expanded,https://en.wikipedia.org/wiki/Hugo_Wolf
Human intelligence,expanded,https://en.wikipedia.org/wiki/Human_intelligence
Human subject research,expanded,https://en.wikipedia.org/wiki/Human_subject_research
Humanism,expanded,https://en.wikipedia.org/wiki/Humanism
Humanistic naturalism,expanded,https://en.wikipedia.org/wiki/Humanistic_naturalism
Humanistic psychology,expanded,https://en.wikipedia.org/wiki/Humanistic_psychology
Huntington Library,expanded,https://en.wikipedia.org/wiki/Huntington_Library
Hyperboloid structure,expanded,https://en.wikipedia.org/wiki/Hyperboloid_structure
I quattro libri dell'architettura,expanded,https://en.wikipedia.org/wiki/I_quattro_libri_dell%27architettura
I. Madison Bentley,expanded,https://en.wikipedia.org/wiki/I._Madison_Bentley
IMDb (identifier),expanded,https://en.wikipedia.org/wiki/IMDb_%28identifier%29
ISBN (identifier),expanded,https://en.wikipedia.org/wiki/ISBN_%28identifier%29
ISSN (identifier),expanded,https://en.wikipedia.org/wiki/ISSN_%28identifier%29
Idiosyncratic,expanded,https://en.wikipedia.org/wiki/Idiosyncratic
Ignacy Jan Paderewski,expanded,https://en.wikipedia.org/wiki/Ignacy_Jan_Paderewski
Ignaz Moscheles,expanded,https://en.wikipedia.org/wiki/Ignaz_Moscheles
Illuminated manuscript,expanded,https://en.wikipedia.org/wiki/Illuminated_manuscript
Immanuel Kant,expanded,https://en.wikipedia.org/wiki/Immanuel_Kant
In Lambeth (play),expanded,https://en.wikipedia.org/wiki/In_Lambeth_%28play%29
Inclusivism,expanded,https://en.wikipedia.org/wiki/Inclusivism
Indeterminism,expanded,https://en.wikipedia.org/wiki/Indeterminism
Index of psychology articles,expanded,https://en.wikipedia.org/wiki/Index_of_psychology_articles
Indianism (arts),expanded,https://en.wikipedia.org/wiki/Indianism_%28arts%29
Industrial Revolution,expanded,https://en.wikipedia.org/wiki/Industrial_Revolution
Industrial and organizational psychology,expanded,https://en.wikipedia.org/wiki/Industrial_and_organizational_psychology
Infant Joy,expanded,https://en.wikipedia.org/wiki/Infant_Joy
Infant Sorrow,expanded,https://en.wikipedia.org/wiki/Infant_Sorrow
Inferno (Dante),expanded,https://en.wikipedia.org/wiki/Inferno_%28Dante%29
Ingersoll Lecture,expanded,https://en.wikipedia.org/wiki/Ingersoll_Lecture
Innatism,expanded,https://en.wikipedia.org/wiki/Innatism
Instinct,expanded,https://en.wikipedia.org/wiki/Instinct
Institute For Figuring,expanded,https://en.wikipedia.org/wiki/Institute_For_Figuring
Instrumentalism,expanded,https://en.wikipedia.org/wiki/Instrumentalism
Intaglio (printmaking),expanded,https://en.wikipedia.org/wiki/Intaglio_%28printmaking%29
Intelligence,expanded,https://en.wikipedia.org/wiki/Intelligence
Interlace (art),expanded,https://en.wikipedia.org/wiki/Interlace_%28art%29
Internet Archive,expanded,https://en.wikipedia.org/wiki/Internet_Archive
Interview (research),expanded,https://en.wikipedia.org/wiki/Interview_%28research%29
"Introduction (Blake, 1794)",expanded,https://en.wikipedia.org/wiki/Introduction_%28Blake%2C_1794%29
Ion Heliade Rădulescu,expanded,https://en.wikipedia.org/wiki/Ion_Heliade_R%C4%83dulescu
Irving Fiske,expanded,https://en.wikipedia.org/wiki/Irving_Fiske
Isaac Newton,expanded,https://en.wikipedia.org/wiki/Isaac_Newton
Isaiah Berlin,expanded,https://en.wikipedia.org/wiki/Isaiah_Berlin
Islamic geometric patterns,expanded,https://en.wikipedia.org/wiki/Islamic_geometric_patterns
István Orosz,expanded,https://en.wikipedia.org/wiki/Istv%C3%A1n_Orosz
Ivan Aivazovsky,expanded,https://en.wikipedia.org/wiki/Ivan_Aivazovsky
Ivan Pavlov,expanded,https://en.wikipedia.org/wiki/Ivan_Pavlov
J. L. Mackie,expanded,https://en.wikipedia.org/wiki/J._L._Mackie
J. M. W. Turner,expanded,https://en.wikipedia.org/wiki/J._M._W._Turner
J. McVicker Hunt,expanded,https://en.wikipedia.org/wiki/J._McVicker_Hunt
J. P. Guilford,expanded,https://en.wikipedia.org/wiki/J._P._Guilford
JSTOR (identifier),expanded,https://en.wikipedia.org/wiki/JSTOR_%28identifier%29
Jack Wiggins Jr.,expanded,https://en.wikipedia.org/wiki/Jack_Wiggins_Jr.
Jacob Bronowski,expanded,https://en.wikipedia.org/wiki/Jacob_Bronowski
Jacques Barzun,expanded,https://en.wikipedia.org/wiki/Jacques_Barzun
Jali,expanded,https://en.wikipedia.org/wiki/Jali
James Basire,expanded,https://en.wikipedia.org/wiki/James_Basire
James De Ville,expanded,https://en.wikipedia.org/wiki/James_De_Ville
James Fenimore Cooper,expanded,https://en.wikipedia.org/wiki/James_Fenimore_Cooper
James H. Bray,expanded,https://en.wikipedia.org/wiki/James_H._Bray
James Huneker,expanded,https://en.wikipedia.org/wiki/James_Huneker
James Joyce,expanded,https://en.wikipedia.org/wiki/James_Joyce
James King (writer),expanded,https://en.wikipedia.org/wiki/James_King_%28writer%29
James Mark Baldwin,expanded,https://en.wikipedia.org/wiki/James_Mark_Baldwin
James McKeen Cattell,expanded,https://en.wikipedia.org/wiki/James_McKeen_Cattell
James Rowland Angell,expanded,https://en.wikipedia.org/wiki/James_Rowland_Angell
James Russell Lowell,expanded,https://en.wikipedia.org/wiki/James_Russell_Lowell
James Sant,expanded,https://en.wikipedia.org/wiki/James_Sant
James VI and I,expanded,https://en.wikipedia.org/wiki/James_VI_and_I
James Ward (English artist),expanded,https://en.wikipedia.org/wiki/James_Ward_%28English_artist%29
James–Lange theory,expanded,https://en.wikipedia.org/wiki/James%E2%80%93Lange_theory
Jan Dibbets,expanded,https://en.wikipedia.org/wiki/Jan_Dibbets
Jan Nepomucen Głowacki,expanded,https://en.wikipedia.org/wiki/Jan_Nepomucen_G%C5%82owacki
Jan Potocki,expanded,https://en.wikipedia.org/wiki/Jan_Potocki
Jan Václav Voříšek,expanded,https://en.wikipedia.org/wiki/Jan_V%C3%A1clav_Vo%C5%99%C3%AD%C5%A1ek
Jane Addams,expanded,https://en.wikipedia.org/wiki/Jane_Addams
Jane Roberts,expanded,https://en.wikipedia.org/wiki/Jane_Roberts
Janet Taylor Spence,expanded,https://en.wikipedia.org/wiki/Janet_Taylor_Spence
Jay Hambidge,expanded,https://en.wikipedia.org/wiki/Jay_Hambidge
Jean Metzinger,expanded,https://en.wikipedia.org/wiki/Jean_Metzinger
Jean Paul,expanded,https://en.wikipedia.org/wiki/Jean_Paul
Jean Piaget,expanded,https://en.wikipedia.org/wiki/Jean_Piaget
Jean Sibelius,expanded,https://en.wikipedia.org/wiki/Jean_Sibelius
Jean-Baptiste-Camille Corot,expanded,https://en.wikipedia.org/wiki/Jean-Baptiste-Camille_Corot
Jean-Jacques Rousseau,expanded,https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau
Jean-Luc Marion,expanded,https://en.wikipedia.org/wiki/Jean-Luc_Marion
Jean-Luc Nancy,expanded,https://en.wikipedia.org/wiki/Jean-Luc_Nancy
Jean-Paul Sartre,expanded,https://en.wikipedia.org/wiki/Jean-Paul_Sartre
Jeanette McLeod,expanded,https://en.wikipedia.org/wiki/Jeanette_McLeod
Jena Romanticism,expanded,https://en.wikipedia.org/wiki/Jena_Romanticism
Jennifer F. Kelly,expanded,https://en.wikipedia.org/wiki/Jennifer_F._Kelly
Jenő Hubay,expanded,https://en.wikipedia.org/wiki/Jen%C5%91_Hubay
Jerome Bruner,expanded,https://en.wikipedia.org/wiki/Jerome_Bruner
Jerome Kagan,expanded,https://en.wikipedia.org/wiki/Jerome_Kagan
Jerusalem The Emanation of the Giant Albion,expanded,https://en.wikipedia.org/wiki/Jerusalem_The_Emanation_of_the_Giant_Albion
Jerusalem: The Emanation of the Giant Albion,expanded,https://en.wikipedia.org/wiki/Jerusalem%3A_The_Emanation_of_the_Giant_Albion
Jessica Henderson Daniel,expanded,https://en.wikipedia.org/wiki/Jessica_Henderson_Daniel
Jesus Christ,expanded,https://en.wikipedia.org/wiki/Jesus_Christ
Jewish existentialism,expanded,https://en.wikipedia.org/wiki/Jewish_existentialism
Jim Morrison,expanded,https://en.wikipedia.org/wiki/Jim_Morrison
Joaquim Manuel de Macedo,expanded,https://en.wikipedia.org/wiki/Joaquim_Manuel_de_Macedo
Job: A Masque for Dancing,expanded,https://en.wikipedia.org/wiki/Job%3A_A_Masque_for_Dancing
Johan Christian Dahl,expanded,https://en.wikipedia.org/wiki/Johan_Christian_Dahl
Johan Ludvig Runeberg,expanded,https://en.wikipedia.org/wiki/Johan_Ludvig_Runeberg
Johan Vilhelm Snellman,expanded,https://en.wikipedia.org/wiki/Johan_Vilhelm_Snellman
Johann Gottfried Herder,expanded,https://en.wikipedia.org/wiki/Johann_Gottfried_Herder
Johann Gottlieb Fichte,expanded,https://en.wikipedia.org/wiki/Johann_Gottlieb_Fichte
Johann Nepomuk Hummel,expanded,https://en.wikipedia.org/wiki/Johann_Nepomuk_Hummel
Johann Wolfgang von Goethe,expanded,https://en.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe
Johannes Brahms,expanded,https://en.wikipedia.org/wiki/Johannes_Brahms
John B. Watson,expanded,https://en.wikipedia.org/wiki/John_B._Watson
John Boydell,expanded,https://en.wikipedia.org/wiki/John_Boydell
John Bunyan,expanded,https://en.wikipedia.org/wiki/John_Bunyan
John Clare,expanded,https://en.wikipedia.org/wiki/John_Clare
John Constable,expanded,https://en.wikipedia.org/wiki/John_Constable
John Dashiell,expanded,https://en.wikipedia.org/wiki/John_Dashiell
John Dewey,expanded,https://en.wikipedia.org/wiki/John_Dewey
John Edward Anderson (psychologist),expanded,https://en.wikipedia.org/wiki/John_Edward_Anderson_%28psychologist%29
John Ernest,expanded,https://en.wikipedia.org/wiki/John_Ernest
John Field (composer),expanded,https://en.wikipedia.org/wiki/John_Field_%28composer%29
John Flaxman,expanded,https://en.wikipedia.org/wiki/John_Flaxman
John Gabriel Stedman,expanded,https://en.wikipedia.org/wiki/John_Gabriel_Stedman
John Gay,expanded,https://en.wikipedia.org/wiki/John_Gay
John Henry Fuseli,expanded,https://en.wikipedia.org/wiki/John_Henry_Fuseli
John Higgs,expanded,https://en.wikipedia.org/wiki/John_Higgs
John J. Conger,expanded,https://en.wikipedia.org/wiki/John_J._Conger
John J. McDermott (philosopher),expanded,https://en.wikipedia.org/wiki/John_J._McDermott_%28philosopher%29
John Keats,expanded,https://en.wikipedia.org/wiki/John_Keats
John La Farge,expanded,https://en.wikipedia.org/wiki/John_La_Farge
John Lachs,expanded,https://en.wikipedia.org/wiki/John_Lachs
John Linnell (painter),expanded,https://en.wikipedia.org/wiki/John_Linnell_%28painter%29
John Martin (painter),expanded,https://en.wikipedia.org/wiki/John_Martin_%28painter%29
John Middleton Murry,expanded,https://en.wikipedia.org/wiki/John_Middleton_Murry
John Milton,expanded,https://en.wikipedia.org/wiki/John_Milton
John Philip Sousa,expanded,https://en.wikipedia.org/wiki/John_Philip_Sousa
John Robert Anderson (psychologist),expanded,https://en.wikipedia.org/wiki/John_Robert_Anderson_%28psychologist%29
John Ruskin,expanded,https://en.wikipedia.org/wiki/John_Ruskin
John Tavener,expanded,https://en.wikipedia.org/wiki/John_Tavener
John Varley (painter),expanded,https://en.wikipedia.org/wiki/John_Varley_%28painter%29
John Wallace Baird,expanded,https://en.wikipedia.org/wiki/John_Wallace_Baird
John William Cousin,expanded,https://en.wikipedia.org/wiki/John_William_Cousin
John William Polidori,expanded,https://en.wikipedia.org/wiki/John_William_Polidori
Jorge Isaacs,expanded,https://en.wikipedia.org/wiki/Jorge_Isaacs
Joseph Anton Koch,expanded,https://en.wikipedia.org/wiki/Joseph_Anton_Koch
Joseph B. Soloveitchik,expanded,https://en.wikipedia.org/wiki/Joseph_B._Soloveitchik
Joseph E. LeDoux,expanded,https://en.wikipedia.org/wiki/Joseph_E._LeDoux
Joseph Freiherr von Eichendorff,expanded,https://en.wikipedia.org/wiki/Joseph_Freiherr_von_Eichendorff
Joseph Jastrow,expanded,https://en.wikipedia.org/wiki/Joseph_Jastrow
Joseph Joachim,expanded,https://en.wikipedia.org/wiki/Joseph_Joachim
Joseph Johnson (publisher),expanded,https://en.wikipedia.org/wiki/Joseph_Johnson_%28publisher%29
Joseph Maréchal,expanded,https://en.wikipedia.org/wiki/Joseph_Mar%C3%A9chal
Joseph Matarazzo,expanded,https://en.wikipedia.org/wiki/Joseph_Matarazzo
Joseph Natoli,expanded,https://en.wikipedia.org/wiki/Joseph_Natoli
Joseph Peterson (psychologist),expanded,https://en.wikipedia.org/wiki/Joseph_Peterson_%28psychologist%29
Joseph Priestley,expanded,https://en.wikipedia.org/wiki/Joseph_Priestley
Joseph de Maistre,expanded,https://en.wikipedia.org/wiki/Joseph_de_Maistre
Joshua Reynolds,expanded,https://en.wikipedia.org/wiki/Joshua_Reynolds
Josiah Gilbert Holland,expanded,https://en.wikipedia.org/wiki/Josiah_Gilbert_Holland
Josiah Royce,expanded,https://en.wikipedia.org/wiki/Josiah_Royce
José Ortega y Gasset,expanded,https://en.wikipedia.org/wiki/Jos%C3%A9_Ortega_y_Gasset
José Zorrilla,expanded,https://en.wikipedia.org/wiki/Jos%C3%A9_Zorrilla
José de Alencar,expanded,https://en.wikipedia.org/wiki/Jos%C3%A9_de_Alencar
José de Espronceda,expanded,https://en.wikipedia.org/wiki/Jos%C3%A9_de_Espronceda
Journal of Mathematics and the Arts,expanded,https://en.wikipedia.org/wiki/Journal_of_Mathematics_and_the_Arts
Jovan Jovanović Zmaj,expanded,https://en.wikipedia.org/wiki/Jovan_Jovanovi%C4%87_Zmaj
João de Deus de Nogueira Ramos,expanded,https://en.wikipedia.org/wiki/Jo%C3%A3o_de_Deus_de_Nogueira_Ramos
Jules Michelet,expanded,https://en.wikipedia.org/wiki/Jules_Michelet
Juliusz Słowacki,expanded,https://en.wikipedia.org/wiki/Juliusz_S%C5%82owacki
June Singer,expanded,https://en.wikipedia.org/wiki/June_Singer
Jérémie K. Dagnini,expanded,https://en.wikipedia.org/wiki/J%C3%A9r%C3%A9mie_K._Dagnini
Józef Ignacy Kraszewski,expanded,https://en.wikipedia.org/wiki/J%C3%B3zef_Ignacy_Kraszewski
Júlio Dinis,expanded,https://en.wikipedia.org/wiki/J%C3%BAlio_Dinis
Kalam cosmological argument,expanded,https://en.wikipedia.org/wiki/Kalam_cosmological_argument
Karel Hynek Mácha,expanded,https://en.wikipedia.org/wiki/Karel_Hynek_M%C3%A1cha
Karl Barth,expanded,https://en.wikipedia.org/wiki/Karl_Barth
Karl Bryullov,expanded,https://en.wikipedia.org/wiki/Karl_Bryullov
Karl Christian Friedrich Krause,expanded,https://en.wikipedia.org/wiki/Karl_Christian_Friedrich_Krause
Karl Goldmark,expanded,https://en.wikipedia.org/wiki/Karl_Goldmark
Karl Gutzkow,expanded,https://en.wikipedia.org/wiki/Karl_Gutzkow
Karl Jaspers,expanded,https://en.wikipedia.org/wiki/Karl_Jaspers
Karl Lashley,expanded,https://en.wikipedia.org/wiki/Karl_Lashley
Karl Marx,expanded,https://en.wikipedia.org/wiki/Karl_Marx
Karl Popper,expanded,https://en.wikipedia.org/wiki/Karl_Popper
Karl Tausig,expanded,https://en.wikipedia.org/wiki/Karl_Tausig
Karol Lipiński,expanded,https://en.wikipedia.org/wiki/Karol_Lipi%C5%84ski
Karoline von Günderrode,expanded,https://en.wikipedia.org/wiki/Karoline_von_G%C3%BCnderrode
Kathleen Raine,expanded,https://en.wikipedia.org/wiki/Kathleen_Raine
Kathleen Yearwood,expanded,https://en.wikipedia.org/wiki/Kathleen_Yearwood
Kenneth B. Clark,expanded,https://en.wikipedia.org/wiki/Kenneth_B._Clark
Khachatur Abovian,expanded,https://en.wikipedia.org/wiki/Khachatur_Abovian
Knight Dunlap,expanded,https://en.wikipedia.org/wiki/Knight_Dunlap
Knot,expanded,https://en.wikipedia.org/wiki/Knot
Konrad Wallenrod,expanded,https://en.wikipedia.org/wiki/Konrad_Wallenrod
Konstantin Batyushkov,expanded,https://en.wikipedia.org/wiki/Konstantin_Batyushkov
Kornelije Stanković,expanded,https://en.wikipedia.org/wiki/Kornelije_Stankovi%C4%87
Kresge Auditorium,expanded,https://en.wikipedia.org/wiki/Kresge_Auditorium
Kurt Lewin,expanded,https://en.wikipedia.org/wiki/Kurt_Lewin
L'Oiseau bleu (Metzinger),expanded,https://en.wikipedia.org/wiki/L%27Oiseau_bleu_%28Metzinger%29
Lake Poets,expanded,https://en.wikipedia.org/wiki/Lake_Poets
Lambeth,expanded,https://en.wikipedia.org/wiki/Lambeth
Larry Squire,expanded,https://en.wikipedia.org/wiki/Larry_Squire
Laughing Song,expanded,https://en.wikipedia.org/wiki/Laughing_Song
Laurance F. Shaffer,expanded,https://en.wikipedia.org/wiki/Laurance_F._Shaffer
Lawrence Kohlberg,expanded,https://en.wikipedia.org/wiki/Lawrence_Kohlberg
Lawrence Scientific School,expanded,https://en.wikipedia.org/wiki/Lawrence_Scientific_School
Laza Kostić,expanded,https://en.wikipedia.org/wiki/Laza_Kosti%C4%87
Leap of faith,expanded,https://en.wikipedia.org/wiki/Leap_of_faith
Learned Hand,expanded,https://en.wikipedia.org/wiki/Learned_Hand
Lebensphilosophie,expanded,https://en.wikipedia.org/wiki/Lebensphilosophie
Ledger stone,expanded,https://en.wikipedia.org/wiki/Ledger_stone
Lee Cronbach,expanded,https://en.wikipedia.org/wiki/Lee_Cronbach
Legal psychology,expanded,https://en.wikipedia.org/wiki/Legal_psychology
Lenore (ballad),expanded,https://en.wikipedia.org/wiki/Lenore_%28ballad%29
Leon Battista Alberti,expanded,https://en.wikipedia.org/wiki/Leon_Battista_Alberti
Leon Festinger,expanded,https://en.wikipedia.org/wiki/Leon_Festinger
Leona E. Tyler,expanded,https://en.wikipedia.org/wiki/Leona_E._Tyler
Leonard Carmichael,expanded,https://en.wikipedia.org/wiki/Leonard_Carmichael
Leonardo da Vinci,expanded,https://en.wikipedia.org/wiki/Leonardo_da_Vinci
Leonora Piper,expanded,https://en.wikipedia.org/wiki/Leonora_Piper
Leutha,expanded,https://en.wikipedia.org/wiki/Leutha
Lev Shestov,expanded,https://en.wikipedia.org/wiki/Lev_Shestov
Lewis Terman,expanded,https://en.wikipedia.org/wiki/Lewis_Terman
Lewis' trilemma,expanded,https://en.wikipedia.org/wiki/Lewis%27_trilemma
Library of America,expanded,https://en.wikipedia.org/wiki/Library_of_America
Library of Congress,expanded,https://en.wikipedia.org/wiki/Library_of_Congress
LibriVox,expanded,https://en.wikipedia.org/wiki/LibriVox
Life of William Blake,expanded,https://en.wikipedia.org/wiki/Life_of_William_Blake
Linda Simon,expanded,https://en.wikipedia.org/wiki/Linda_Simon
List of American philosophers,expanded,https://en.wikipedia.org/wiki/List_of_American_philosophers
List of Romantic poets,expanded,https://en.wikipedia.org/wiki/List_of_Romantic_poets
List of branches of psychology,expanded,https://en.wikipedia.org/wiki/List_of_branches_of_psychology
List of mathematical artists,expanded,https://en.wikipedia.org/wiki/List_of_mathematical_artists
List of psychological research methods,expanded,https://en.wikipedia.org/wiki/List_of_psychological_research_methods
List of psychological schools,expanded,https://en.wikipedia.org/wiki/List_of_psychological_schools
List of psychologists,expanded,https://en.wikipedia.org/wiki/List_of_psychologists
List of psychology organizations,expanded,https://en.wikipedia.org/wiki/List_of_psychology_organizations
List of psychotherapies,expanded,https://en.wikipedia.org/wiki/List_of_psychotherapies
List of romantics,expanded,https://en.wikipedia.org/wiki/List_of_romantics
List of schools of philosophy,expanded,https://en.wikipedia.org/wiki/List_of_schools_of_philosophy
List of works designed with the golden ratio,expanded,https://en.wikipedia.org/wiki/List_of_works_designed_with_the_golden_ratio
Listed building,expanded,https://en.wikipedia.org/wiki/Listed_building
Logan Wright,expanded,https://en.wikipedia.org/wiki/Logan_Wright
London (William Blake poem),expanded,https://en.wikipedia.org/wiki/London_%28William_Blake_poem%29
London Waterloo station,expanded,https://en.wikipedia.org/wiki/London_Waterloo_station
Longman,expanded,https://en.wikipedia.org/wiki/Longman
"Longmans, Green & Co.",expanded,https://en.wikipedia.org/wiki/Longmans%2C_Green_%26_Co.
Lord Byron,expanded,https://en.wikipedia.org/wiki/Lord_Byron
Lorenz Eitner,expanded,https://en.wikipedia.org/wiki/Lorenz_Eitner
Los (Blake),expanded,https://en.wikipedia.org/wiki/Los_%28Blake%29
Louis Agassiz,expanded,https://en.wikipedia.org/wiki/Louis_Agassiz
Louis Janmot,expanded,https://en.wikipedia.org/wiki/Louis_Janmot
Louis Leon Thurstone,expanded,https://en.wikipedia.org/wiki/Louis_Leon_Thurstone
Louis Menand,expanded,https://en.wikipedia.org/wiki/Louis_Menand
Louis Spohr,expanded,https://en.wikipedia.org/wiki/Louis_Spohr
Loyal Rue,expanded,https://en.wikipedia.org/wiki/Loyal_Rue
Luca Pacioli,expanded,https://en.wikipedia.org/wiki/Luca_Pacioli
Ludwig Feuerbach,expanded,https://en.wikipedia.org/wiki/Ludwig_Feuerbach
Ludwig Tieck,expanded,https://en.wikipedia.org/wiki/Ludwig_Tieck
Ludwig Uhland,expanded,https://en.wikipedia.org/wiki/Ludwig_Uhland
Ludwig Wittgenstein,expanded,https://en.wikipedia.org/wiki/Ludwig_Wittgenstein
Ludwig van Beethoven,expanded,https://en.wikipedia.org/wiki/Ludwig_van_Beethoven
Luigi Cherubini,expanded,https://en.wikipedia.org/wiki/Luigi_Cherubini
Lumen Naturae,expanded,https://en.wikipedia.org/wiki/Lumen_Naturae
Luvah,expanded,https://en.wikipedia.org/wiki/Luvah
M. Brewster Smith,expanded,https://en.wikipedia.org/wiki/M._Brewster_Smith
M. C. Escher,expanded,https://en.wikipedia.org/wiki/M._C._Escher
M. H. Abrams,expanded,https://en.wikipedia.org/wiki/M._H._Abrams
Maarten van Heemskerck,expanded,https://en.wikipedia.org/wiki/Maarten_van_Heemskerck
Macbeth,expanded,https://en.wikipedia.org/wiki/Macbeth
Macedonio Fernández,expanded,https://en.wikipedia.org/wiki/Macedonio_Fern%C3%A1ndez
Machado de Assis,expanded,https://en.wikipedia.org/wiki/Machado_de_Assis
Macmillan Publishers,expanded,https://en.wikipedia.org/wiki/Macmillan_Publishers
Magnus Ankarsjö,expanded,https://en.wikipedia.org/wiki/Magnus_Ankarsj%C3%B6
Maimonides,expanded,https://en.wikipedia.org/wiki/Maimonides
Making Mathematics with Needlework,expanded,https://en.wikipedia.org/wiki/Making_Mathematics_with_Needlework
Mal du siècle,expanded,https://en.wikipedia.org/wiki/Mal_du_si%C3%A8cle
Man Ray,expanded,https://en.wikipedia.org/wiki/Man_Ray
Manuel Antônio de Almeida,expanded,https://en.wikipedia.org/wiki/Manuel_Ant%C3%B4nio_de_Almeida
"Manuel de Araújo Porto-Alegre, Baron of Santo Ângelo",expanded,https://en.wikipedia.org/wiki/Manuel_de_Ara%C3%BAjo_Porto-Alegre%2C_Baron_of_Santo_%C3%82ngelo
Marcion of Sinope,expanded,https://en.wikipedia.org/wiki/Marcion_of_Sinope
Margaret Floy Washburn,expanded,https://en.wikipedia.org/wiki/Margaret_Floy_Washburn
Margaret Wertheim,expanded,https://en.wikipedia.org/wiki/Margaret_Wertheim
Maria Edgeworth,expanded,https://en.wikipedia.org/wiki/Maria_Edgeworth
Maria Firmina dos Reis,expanded,https://en.wikipedia.org/wiki/Maria_Firmina_dos_Reis
Maria Janion,expanded,https://en.wikipedia.org/wiki/Maria_Janion
Mariano José de Larra,expanded,https://en.wikipedia.org/wiki/Mariano_Jos%C3%A9_de_Larra
Mark Schorer,expanded,https://en.wikipedia.org/wiki/Mark_Schorer
Mark Twain,expanded,https://en.wikipedia.org/wiki/Mark_Twain
Martin Buber,expanded,https://en.wikipedia.org/wiki/Martin_Buber
Martin Demaine,expanded,https://en.wikipedia.org/wiki/Martin_Demaine
Martin Heidegger,expanded,https://en.wikipedia.org/wiki/Martin_Heidegger
Martin Lings,expanded,https://en.wikipedia.org/wiki/Martin_Lings
Martin Seligman,expanded,https://en.wikipedia.org/wiki/Martin_Seligman
Marxism,expanded,https://en.wikipedia.org/wiki/Marxism
