id,node_type,wiki_url
Crockett Johnson,expanded,https://en.wikipedia.org/wiki/Crockett_Johnson
Cross-cultural psychology,expanded,https://en.wikipedia.org/wiki/Cross-cultural_psychology
Crowd psychology,expanded,https://en.wikipedia.org/wiki/Crowd_psychology
Crucifixion (Corpus Hypercubus),expanded,https://en.wikipedia.org/wiki/Crucifixion_%28Corpus_Hypercubus%29
Cultural psychology,expanded,https://en.wikipedia.org/wiki/Cultural_psychology
Cynthia de las Fuentes,expanded,https://en.wikipedia.org/wiki/Cynthia_de_las_Fuentes
Cyprian Norwid,expanded,https://en.wikipedia.org/wiki/Cyprian_Norwid
César Cui,expanded,https://en.wikipedia.org/wiki/C%C3%A9sar_Cui
César Franck,expanded,https://en.wikipedia.org/wiki/C%C3%A9sar_Franck
Daina Taimiņa,expanded,https://en.wikipedia.org/wiki/Daina_Taimi%C5%86a
Damasio,expanded,https://en.wikipedia.org/wiki/Damasio
Dancer in a Café,expanded,https://en.wikipedia.org/wiki/Dancer_in_a_Caf%C3%A9
Daniel Auber,expanded,https://en.wikipedia.org/wiki/Daniel_Auber
Daniel Dennett,expanded,https://en.wikipedia.org/wiki/Daniel_Dennett
Daniel Kahneman,expanded,https://en.wikipedia.org/wiki/Daniel_Kahneman
Danish Golden Age,expanded,https://en.wikipedia.org/wiki/Danish_Golden_Age
Dante Alighieri,expanded,https://en.wikipedia.org/wiki/Dante_Alighieri
Dante Gabriel Rossetti,expanded,https://en.wikipedia.org/wiki/Dante_Gabriel_Rossetti
Dark Romanticism,expanded,https://en.wikipedia.org/wiki/Dark_Romanticism
Dasein,expanded,https://en.wikipedia.org/wiki/Dasein
David Hartley (philosopher),expanded,https://en.wikipedia.org/wiki/David_Hartley_%28philosopher%29
David Hume,expanded,https://en.wikipedia.org/wiki/David_Hume
David McClelland,expanded,https://en.wikipedia.org/wiki/David_McClelland
David V. Erdman,expanded,https://en.wikipedia.org/wiki/David_V._Erdman
David d'Angers,expanded,https://en.wikipedia.org/wiki/David_d%27Angers
De Montfort University,expanded,https://en.wikipedia.org/wiki/De_Montfort_University
De architectura,expanded,https://en.wikipedia.org/wiki/De_architectura
De pictura,expanded,https://en.wikipedia.org/wiki/De_pictura
De prospectiva pingendi,expanded,https://en.wikipedia.org/wiki/De_prospectiva_pingendi
De re aedificatoria,expanded,https://en.wikipedia.org/wiki/De_re_aedificatoria
Deborah Blum,expanded,https://en.wikipedia.org/wiki/Deborah_Blum
Debra Kawahara,expanded,https://en.wikipedia.org/wiki/Debra_Kawahara
Deism,expanded,https://en.wikipedia.org/wiki/Deism
Demiurge,expanded,https://en.wikipedia.org/wiki/Demiurge
Demonology,expanded,https://en.wikipedia.org/wiki/Demonology
Desacralization of knowledge,expanded,https://en.wikipedia.org/wiki/Desacralization_of_knowledge
Descriptive Catalogue (1809),expanded,https://en.wikipedia.org/wiki/Descriptive_Catalogue_%281809%29
Desmond Paul Henry,expanded,https://en.wikipedia.org/wiki/Desmond_Paul_Henry
Determinism,expanded,https://en.wikipedia.org/wiki/Determinism
Developmental psychology,expanded,https://en.wikipedia.org/wiki/Developmental_psychology
Dewi Zephaniah Phillips,expanded,https://en.wikipedia.org/wiki/Dewi_Zephaniah_Phillips
Dharma,expanded,https://en.wikipedia.org/wiki/Dharma
Diane F. Halpern,expanded,https://en.wikipedia.org/wiki/Diane_F._Halpern
Differential psychology,expanded,https://en.wikipedia.org/wiki/Differential_psychology
Dimitrie Bolintineanu,expanded,https://en.wikipedia.org/wiki/Dimitrie_Bolintineanu
Dino Buzzati,expanded,https://en.wikipedia.org/wiki/Dino_Buzzati
Divina proportione,expanded,https://en.wikipedia.org/wiki/Divina_proportione
Divine Comedy,expanded,https://en.wikipedia.org/wiki/Divine_Comedy
Divine command theory,expanded,https://en.wikipedia.org/wiki/Divine_command_theory
Divine simplicity,expanded,https://en.wikipedia.org/wiki/Divine_simplicity
Doi (identifier),expanded,https://en.wikipedia.org/wiki/Doi_%28identifier%29
Donald Ault,expanded,https://en.wikipedia.org/wiki/Donald_Ault
Donald Marquis (psychologist),expanded,https://en.wikipedia.org/wiki/Donald_Marquis_%28psychologist%29
Donald N. Bersoff,expanded,https://en.wikipedia.org/wiki/Donald_N._Bersoff
Donald O. Hebb,expanded,https://en.wikipedia.org/wiki/Donald_O._Hebb
Donald T. Campbell,expanded,https://en.wikipedia.org/wiki/Donald_T._Campbell
Dorothy Cantor,expanded,https://en.wikipedia.org/wiki/Dorothy_Cantor
Douglas Hofstadter,expanded,https://en.wikipedia.org/wiki/Douglas_Hofstadter
Dover Publications,expanded,https://en.wikipedia.org/wiki/Dover_Publications
Doyne Bell,expanded,https://en.wikipedia.org/wiki/Doyne_Bell
Droste effect,expanded,https://en.wikipedia.org/wiki/Droste_effect
Dualism in cosmology,expanded,https://en.wikipedia.org/wiki/Dualism_in_cosmology
Düsseldorf School of painting,expanded,https://en.wikipedia.org/wiki/D%C3%BCsseldorf_School_of_painting
E. Lowell Kelly,expanded,https://en.wikipedia.org/wiki/E._Lowell_Kelly
E. P. Thompson,expanded,https://en.wikipedia.org/wiki/E._P._Thompson
E. T. A. Hoffmann,expanded,https://en.wikipedia.org/wiki/E._T._A._Hoffmann
E. V. Lucas,expanded,https://en.wikipedia.org/wiki/E._V._Lucas
ELH,expanded,https://en.wikipedia.org/wiki/ELH
Early modern philosophy,expanded,https://en.wikipedia.org/wiki/Early_modern_philosophy
Earth's Answer,expanded,https://en.wikipedia.org/wiki/Earth%27s_Answer
East Asian religions,expanded,https://en.wikipedia.org/wiki/East_Asian_religions
Ecological psychology,expanded,https://en.wikipedia.org/wiki/Ecological_psychology
Ed Diener,expanded,https://en.wikipedia.org/wiki/Ed_Diener
Edgar Allan Poe,expanded,https://en.wikipedia.org/wiki/Edgar_Allan_Poe
Edgar Quinet,expanded,https://en.wikipedia.org/wiki/Edgar_Quinet
Edmund Burke,expanded,https://en.wikipedia.org/wiki/Edmund_Burke
Edmund Husserl,expanded,https://en.wikipedia.org/wiki/Edmund_Husserl
Edmund Sanford,expanded,https://en.wikipedia.org/wiki/Edmund_Sanford
Edmund Spenser,expanded,https://en.wikipedia.org/wiki/Edmund_Spenser
Eduard Mörike,expanded,https://en.wikipedia.org/wiki/Eduard_M%C3%B6rike
Educational psychology,expanded,https://en.wikipedia.org/wiki/Educational_psychology
Edvard Grieg,expanded,https://en.wikipedia.org/wiki/Edvard_Grieg
Edward B. Titchener,expanded,https://en.wikipedia.org/wiki/Edward_B._Titchener
Edward C. Tolman,expanded,https://en.wikipedia.org/wiki/Edward_C._Tolman
Edward Calvert (painter),expanded,https://en.wikipedia.org/wiki/Edward_Calvert_%28painter%29
Edward Carpenter,expanded,https://en.wikipedia.org/wiki/Edward_Carpenter
Edward Elgar,expanded,https://en.wikipedia.org/wiki/Edward_Elgar
Edward Irving,expanded,https://en.wikipedia.org/wiki/Edward_Irving
Edward MacDowell,expanded,https://en.wikipedia.org/wiki/Edward_MacDowell
Edward Thorndike,expanded,https://en.wikipedia.org/wiki/Edward_Thorndike
Edward Young,expanded,https://en.wikipedia.org/wiki/Edward_Young
Edwin Boring,expanded,https://en.wikipedia.org/wiki/Edwin_Boring
Edwin Diller Starbuck,expanded,https://en.wikipedia.org/wiki/Edwin_Diller_Starbuck
Edwin Holt,expanded,https://en.wikipedia.org/wiki/Edwin_Holt
Edwin Ray Guthrie,expanded,https://en.wikipedia.org/wiki/Edwin_Ray_Guthrie
Einar Thorsteinn,expanded,https://en.wikipedia.org/wiki/Einar_Thorsteinn
Elliot Aronson,expanded,https://en.wikipedia.org/wiki/Elliot_Aronson
Emanationism,expanded,https://en.wikipedia.org/wiki/Emanationism
Emanuel Leutze,expanded,https://en.wikipedia.org/wiki/Emanuel_Leutze
Emanuel Swedenborg,expanded,https://en.wikipedia.org/wiki/Emanuel_Swedenborg
Emil Brunner,expanded,https://en.wikipedia.org/wiki/Emil_Brunner
Emil Cioran,expanded,https://en.wikipedia.org/wiki/Emil_Cioran
Emily Brontë,expanded,https://en.wikipedia.org/wiki/Emily_Bront%C3%AB
Emmanuel Levinas,expanded,https://en.wikipedia.org/wiki/Emmanuel_Levinas
Emotion,expanded,https://en.wikipedia.org/wiki/Emotion
Empiricism,expanded,https://en.wikipedia.org/wiki/Empiricism
Encyclopedia of Philosophy,expanded,https://en.wikipedia.org/wiki/Encyclopedia_of_Philosophy
Endel Tulving,expanded,https://en.wikipedia.org/wiki/Endel_Tulving
English Civil War,expanded,https://en.wikipedia.org/wiki/English_Civil_War
English Dissenters,expanded,https://en.wikipedia.org/wiki/English_Dissenters
Engraving,expanded,https://en.wikipedia.org/wiki/Engraving
Enion,expanded,https://en.wikipedia.org/wiki/Enion
Enitharmon,expanded,https://en.wikipedia.org/wiki/Enitharmon
Epistemological realism,expanded,https://en.wikipedia.org/wiki/Epistemological_realism
Epistemology,expanded,https://en.wikipedia.org/wiki/Epistemology
Erasmus,expanded,https://en.wikipedia.org/wiki/Erasmus
Ergonomics,expanded,https://en.wikipedia.org/wiki/Ergonomics
Erie Canal,expanded,https://en.wikipedia.org/wiki/Erie_Canal
Erik Demaine,expanded,https://en.wikipedia.org/wiki/Erik_Demaine
Erik Erikson,expanded,https://en.wikipedia.org/wiki/Erik_Erikson
Erik Gustaf Geijer,expanded,https://en.wikipedia.org/wiki/Erik_Gustaf_Geijer
Ernest Hanbury Hankin,expanded,https://en.wikipedia.org/wiki/Ernest_Hanbury_Hankin
Ernest Hilgard,expanded,https://en.wikipedia.org/wiki/Ernest_Hilgard
Ernst Cassirer,expanded,https://en.wikipedia.org/wiki/Ernst_Cassirer
Ernst Haeckel,expanded,https://en.wikipedia.org/wiki/Ernst_Haeckel
Ernst Mach,expanded,https://en.wikipedia.org/wiki/Ernst_Mach
Ernst Troeltsch,expanded,https://en.wikipedia.org/wiki/Ernst_Troeltsch
Essays in Radical Empiricism,expanded,https://en.wikipedia.org/wiki/Essays_in_Radical_Empiricism
Ethical egoism,expanded,https://en.wikipedia.org/wiki/Ethical_egoism
Ethics in religion,expanded,https://en.wikipedia.org/wiki/Ethics_in_religion
Eucharist,expanded,https://en.wikipedia.org/wiki/Eucharist
Eugène Delacroix,expanded,https://en.wikipedia.org/wiki/Eug%C3%A8ne_Delacroix
Eugène Ionesco,expanded,https://en.wikipedia.org/wiki/Eug%C3%A8ne_Ionesco
Europe Supported by Africa and America,expanded,https://en.wikipedia.org/wiki/Europe_Supported_by_Africa_and_America
Europe a Prophecy,expanded,https://en.wikipedia.org/wiki/Europe_a_Prophecy
European Society for Mathematics and the Arts,expanded,https://en.wikipedia.org/wiki/European_Society_for_Mathematics_and_the_Arts
Evidentialism,expanded,https://en.wikipedia.org/wiki/Evidentialism
Evolutionary psychology,expanded,https://en.wikipedia.org/wiki/Evolutionary_psychology
Exclusivism,expanded,https://en.wikipedia.org/wiki/Exclusivism
Exegesis,expanded,https://en.wikipedia.org/wiki/Exegesis
Existence of God,expanded,https://en.wikipedia.org/wiki/Existence_of_God
Existence precedes essence,expanded,https://en.wikipedia.org/wiki/Existence_precedes_essence
Existential crisis,expanded,https://en.wikipedia.org/wiki/Existential_crisis
Existential nihilism,expanded,https://en.wikipedia.org/wiki/Existential_nihilism
Existential phenomenology,expanded,https://en.wikipedia.org/wiki/Existential_phenomenology
Existentialism,expanded,https://en.wikipedia.org/wiki/Existentialism
Experimental psychology,expanded,https://en.wikipedia.org/wiki/Experimental_psychology
Ezekiel,expanded,https://en.wikipedia.org/wiki/Ezekiel
Fables by John Gay with a Life of the Author,expanded,https://en.wikipedia.org/wiki/Fables_by_John_Gay_with_a_Life_of_the_Author
Facticity,expanded,https://en.wikipedia.org/wiki/Facticity
Fagundes Varela,expanded,https://en.wikipedia.org/wiki/Fagundes_Varela
Faith and rationality,expanded,https://en.wikipedia.org/wiki/Faith_and_rationality
Fall of man,expanded,https://en.wikipedia.org/wiki/Fall_of_man
Fallibilism,expanded,https://en.wikipedia.org/wiki/Fallibilism
Fanny Hensel,expanded,https://en.wikipedia.org/wiki/Fanny_Hensel
Fashion psychology,expanded,https://en.wikipedia.org/wiki/Fashion_psychology
Fearful Symmetry (Frye),expanded,https://en.wikipedia.org/wiki/Fearful_Symmetry_%28Frye%29
Fearful Symmetry (book),expanded,https://en.wikipedia.org/wiki/Fearful_Symmetry_%28book%29
Feeling,expanded,https://en.wikipedia.org/wiki/Feeling
Felix Mendelssohn,expanded,https://en.wikipedia.org/wiki/Felix_Mendelssohn
Felpham,expanded,https://en.wikipedia.org/wiki/Felpham
Feminist psychology,expanded,https://en.wikipedia.org/wiki/Feminist_psychology
Feminist theology,expanded,https://en.wikipedia.org/wiki/Feminist_theology
Ferenc Erkel,expanded,https://en.wikipedia.org/wiki/Ferenc_Erkel
Fernando Sor,expanded,https://en.wikipedia.org/wiki/Fernando_Sor
Ferruccio Busoni,expanded,https://en.wikipedia.org/wiki/Ferruccio_Busoni
Fideism,expanded,https://en.wikipedia.org/wiki/Fideism
Filippo Brunelleschi,expanded,https://en.wikipedia.org/wiki/Filippo_Brunelleschi
Find a Grave,expanded,https://en.wikipedia.org/wiki/Find_a_Grave
Fine-tuned universe,expanded,https://en.wikipedia.org/wiki/Fine-tuned_universe
Fitzwilliam Museum,expanded,https://en.wikipedia.org/wiki/Fitzwilliam_Museum
Fleury François Richard,expanded,https://en.wikipedia.org/wiki/Fleury_Fran%C3%A7ois_Richard
Florence Denmark,expanded,https://en.wikipedia.org/wiki/Florence_Denmark
Food psychology,expanded,https://en.wikipedia.org/wiki/Food_psychology
Forensic psychology,expanded,https://en.wikipedia.org/wiki/Forensic_psychology
Fourth dimension in art,expanded,https://en.wikipedia.org/wiki/Fourth_dimension_in_art
Fractal,expanded,https://en.wikipedia.org/wiki/Fractal
Fractal art,expanded,https://en.wikipedia.org/wiki/Fractal_art
France Prešeren,expanded,https://en.wikipedia.org/wiki/France_Pre%C5%A1eren
Francesco Hayez,expanded,https://en.wikipedia.org/wiki/Francesco_Hayez
Francisco Goya,expanded,https://en.wikipedia.org/wiki/Francisco_Goya
Franciszek Ksawery Lampi,expanded,https://en.wikipedia.org/wiki/Franciszek_Ksawery_Lampi
Frank C. Worrell,expanded,https://en.wikipedia.org/wiki/Frank_C._Worrell
Frank Cadogan Cowper,expanded,https://en.wikipedia.org/wiki/Frank_Cadogan_Cowper
Frank H. Farley,expanded,https://en.wikipedia.org/wiki/Frank_H._Farley
Frantz Fanon,expanded,https://en.wikipedia.org/wiki/Frantz_Fanon
Franz Berwald,expanded,https://en.wikipedia.org/wiki/Franz_Berwald
Franz Kafka,expanded,https://en.wikipedia.org/wiki/Franz_Kafka
Franz Liszt,expanded,https://en.wikipedia.org/wiki/Franz_Liszt
Franz Rosenzweig,expanded,https://en.wikipedia.org/wiki/Franz_Rosenzweig
Franz Schubert,expanded,https://en.wikipedia.org/wiki/Franz_Schubert
François Rude,expanded,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Rude
François-René de Chateaubriand,expanded,https://en.wikipedia.org/wiki/Fran%C3%A7ois-Ren%C3%A9_de_Chateaubriand
Frederic Edwin Church,expanded,https://en.wikipedia.org/wiki/Frederic_Edwin_Church
Frederick Burkhardt,expanded,https://en.wikipedia.org/wiki/Frederick_Burkhardt
Frederick C. Beiser,expanded,https://en.wikipedia.org/wiki/Frederick_C._Beiser
Frederick Tatham,expanded,https://en.wikipedia.org/wiki/Frederick_Tatham
Frederik Macody Lund,expanded,https://en.wikipedia.org/wiki/Frederik_Macody_Lund
Fredson Bowers,expanded,https://en.wikipedia.org/wiki/Fredson_Bowers
Free Thought and Official Propaganda,expanded,https://en.wikipedia.org/wiki/Free_Thought_and_Official_Propaganda
Free love,expanded,https://en.wikipedia.org/wiki/Free_love
Free will,expanded,https://en.wikipedia.org/wiki/Free_will
French Revolution,expanded,https://en.wikipedia.org/wiki/French_Revolution
Friedrich Blume,expanded,https://en.wikipedia.org/wiki/Friedrich_Blume
Friedrich Hölderlin,expanded,https://en.wikipedia.org/wiki/Friedrich_H%C3%B6lderlin
Friedrich Kalkbrenner,expanded,https://en.wikipedia.org/wiki/Friedrich_Kalkbrenner
Friedrich Nietzsche,expanded,https://en.wikipedia.org/wiki/Friedrich_Nietzsche
Friedrich Schiller,expanded,https://en.wikipedia.org/wiki/Friedrich_Schiller
Friedrich Schlegel,expanded,https://en.wikipedia.org/wiki/Friedrich_Schlegel
Friedrich Schleiermacher,expanded,https://en.wikipedia.org/wiki/Friedrich_Schleiermacher
Friedrich Wilhelm Joseph Schelling,expanded,https://en.wikipedia.org/wiki/Friedrich_Wilhelm_Joseph_Schelling
Friedrich de la Motte Fouqué,expanded,https://en.wikipedia.org/wiki/Friedrich_de_la_Motte_Fouqu%C3%A9
Frithjof Schuon,expanded,https://en.wikipedia.org/wiki/Frithjof_Schuon
Fromental Halévy,expanded,https://en.wikipedia.org/wiki/Fromental_Hal%C3%A9vy
Frédéric Chopin,expanded,https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Chopin
Functional psychology,expanded,https://en.wikipedia.org/wiki/Functional_psychology
Fundamentalism,expanded,https://en.wikipedia.org/wiki/Fundamentalism
Fuzon (Blake),expanded,https://en.wikipedia.org/wiki/Fuzon_%28Blake%29
Fyodor Dostoevsky,expanded,https://en.wikipedia.org/wiki/Fyodor_Dostoevsky
Fyodor Tyutchev,expanded,https://en.wikipedia.org/wiki/Fyodor_Tyutchev
Félicité de La Mennais,expanded,https://en.wikipedia.org/wiki/F%C3%A9licit%C3%A9_de_La_Mennais
G. H. Hardy,expanded,https://en.wikipedia.org/wiki/G._H._Hardy
G. K. Chesterton,expanded,https://en.wikipedia.org/wiki/G._K._Chesterton
G. Stanley Hall,expanded,https://en.wikipedia.org/wiki/G._Stanley_Hall
Gabriel Fauré,expanded,https://en.wikipedia.org/wiki/Gabriel_Faur%C3%A9
Gabriel Marcel,expanded,https://en.wikipedia.org/wiki/Gabriel_Marcel
Gabriel Wells,expanded,https://en.wikipedia.org/wiki/Gabriel_Wells
Gaetano Donizetti,expanded,https://en.wikipedia.org/wiki/Gaetano_Donizetti
Gardner Lindzey,expanded,https://en.wikipedia.org/wiki/Gardner_Lindzey
Gardner Murphy,expanded,https://en.wikipedia.org/wiki/Gardner_Murphy
Gaspare Spontini,expanded,https://en.wikipedia.org/wiki/Gaspare_Spontini
Gaudapada,expanded,https://en.wikipedia.org/wiki/Gaudapada
Gaunilo of Marmoutiers,expanded,https://en.wikipedia.org/wiki/Gaunilo_of_Marmoutiers
Generation,expanded,https://en.wikipedia.org/wiki/Generation
Genius,expanded,https://en.wikipedia.org/wiki/Genius
Genius (literature),expanded,https://en.wikipedia.org/wiki/Genius_%28literature%29
Geodesic dome,expanded,https://en.wikipedia.org/wiki/Geodesic_dome
Geoffrey Chaucer,expanded,https://en.wikipedia.org/wiki/Geoffrey_Chaucer
Geoffrey Keynes,expanded,https://en.wikipedia.org/wiki/Geoffrey_Keynes
Georg Wilhelm Friedrich Hegel,expanded,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel
George Albee,expanded,https://en.wikipedia.org/wiki/George_Albee
George Armitage Miller,expanded,https://en.wikipedia.org/wiki/George_Armitage_Miller
George Berkeley,expanded,https://en.wikipedia.org/wiki/George_Berkeley
George Bernard Shaw,expanded,https://en.wikipedia.org/wiki/George_Bernard_Shaw
George Coșbuc,expanded,https://en.wikipedia.org/wiki/George_Co%C8%99buc
George Cumberland,expanded,https://en.wikipedia.org/wiki/George_Cumberland
George David Birkhoff,expanded,https://en.wikipedia.org/wiki/George_David_Birkhoff
George I. Mavrodes,expanded,https://en.wikipedia.org/wiki/George_I._Mavrodes
George III of the United Kingdom,expanded,https://en.wikipedia.org/wiki/George_III_of_the_United_Kingdom
George M. Stratton,expanded,https://en.wikipedia.org/wiki/George_M._Stratton
George Onslow (composer),expanded,https://en.wikipedia.org/wiki/George_Onslow_%28composer%29
George Richmond (painter),expanded,https://en.wikipedia.org/wiki/George_Richmond_%28painter%29
George Santayana,expanded,https://en.wikipedia.org/wiki/George_Santayana
George Stuart Fullerton,expanded,https://en.wikipedia.org/wiki/George_Stuart_Fullerton
George Trumbull Ladd,expanded,https://en.wikipedia.org/wiki/George_Trumbull_Ladd
George W. Hart,expanded,https://en.wikipedia.org/wiki/George_W._Hart
George Whitefield Chadwick,expanded,https://en.wikipedia.org/wiki/George_Whitefield_Chadwick
Gerald Abraham,expanded,https://en.wikipedia.org/wiki/Gerald_Abraham
Gerald Eades Bentley,expanded,https://en.wikipedia.org/wiki/Gerald_Eades_Bentley
Gerald Koocher,expanded,https://en.wikipedia.org/wiki/Gerald_Koocher
Germaine de Staël,expanded,https://en.wikipedia.org/wiki/Germaine_de_Sta%C3%ABl
German Romanticism,expanded,https://en.wikipedia.org/wiki/German_Romanticism
German historical school,expanded,https://en.wikipedia.org/wiki/German_historical_school
German idealism,expanded,https://en.wikipedia.org/wiki/German_idealism
Germany,expanded,https://en.wikipedia.org/wiki/Germany
Gertrude Stein,expanded,https://en.wikipedia.org/wiki/Gertrude_Stein
Gesamtkunstwerk,expanded,https://en.wikipedia.org/wiki/Gesamtkunstwerk
Gestalt psychology,expanded,https://en.wikipedia.org/wiki/Gestalt_psychology
Giacomo Leopardi,expanded,https://en.wikipedia.org/wiki/Giacomo_Leopardi
Giacomo Meyerbeer,expanded,https://en.wikipedia.org/wiki/Giacomo_Meyerbeer
Gifford Lectures,expanded,https://en.wikipedia.org/wiki/Gifford_Lectures
Gioachino Rossini,expanded,https://en.wikipedia.org/wiki/Gioachino_Rossini
Giorgio de Chirico,expanded,https://en.wikipedia.org/wiki/Giorgio_de_Chirico
Giovanni Berchet,expanded,https://en.wikipedia.org/wiki/Giovanni_Berchet
Giovanni Pico della Mirandola,expanded,https://en.wikipedia.org/wiki/Giovanni_Pico_della_Mirandola
Girih,expanded,https://en.wikipedia.org/wiki/Girih
Giuseppe Mazzini,expanded,https://en.wikipedia.org/wiki/Giuseppe_Mazzini
Giuseppe Sergi,expanded,https://en.wikipedia.org/wiki/Giuseppe_Sergi
Giuseppe Verdi,expanded,https://en.wikipedia.org/wiki/Giuseppe_Verdi
Gnosticism,expanded,https://en.wikipedia.org/wiki/Gnosticism
God,expanded,https://en.wikipedia.org/wiki/God
God Speaks,expanded,https://en.wikipedia.org/wiki/God_Speaks
God in Abrahamic religions,expanded,https://en.wikipedia.org/wiki/God_in_Abrahamic_religions
God in Christianity,expanded,https://en.wikipedia.org/wiki/God_in_Christianity
God in Hinduism,expanded,https://en.wikipedia.org/wiki/God_in_Hinduism
God in Islam,expanded,https://en.wikipedia.org/wiki/God_in_Islam
God in Jainism,expanded,https://en.wikipedia.org/wiki/God_in_Jainism
God in Judaism,expanded,https://en.wikipedia.org/wiki/God_in_Judaism
God in Mormonism,expanded,https://en.wikipedia.org/wiki/God_in_Mormonism
God in Sikhism,expanded,https://en.wikipedia.org/wiki/God_in_Sikhism
God in the Baháʼí Faith,expanded,https://en.wikipedia.org/wiki/God_in_the_Bah%C3%A1%CA%BC%C3%AD_Faith
God the Father,expanded,https://en.wikipedia.org/wiki/God_the_Father
Golden Age of Russian Poetry,expanded,https://en.wikipedia.org/wiki/Golden_Age_of_Russian_Poetry
Golden ratio,expanded,https://en.wikipedia.org/wiki/Golden_ratio
Golgonooza,expanded,https://en.wikipedia.org/wiki/Golgonooza
Gonçalves Dias,expanded,https://en.wikipedia.org/wiki/Gon%C3%A7alves_Dias
"Gonçalves de Magalhães, Viscount of Araguaia",expanded,https://en.wikipedia.org/wiki/Gon%C3%A7alves_de_Magalh%C3%A3es%2C_Viscount_of_Araguaia
Google Books,expanded,https://en.wikipedia.org/wiki/Google_Books
Gordon Allport,expanded,https://en.wikipedia.org/wiki/Gordon_Allport
Gordon Riots,expanded,https://en.wikipedia.org/wiki/Gordon_Riots
Gothic Revival architecture,expanded,https://en.wikipedia.org/wiki/Gothic_Revival_architecture
Gothic architecture,expanded,https://en.wikipedia.org/wiki/Gothic_architecture
Gothic fiction,expanded,https://en.wikipedia.org/wiki/Gothic_fiction
Gothicism,expanded,https://en.wikipedia.org/wiki/Gothicism
Gottfried August Bürger,expanded,https://en.wikipedia.org/wiki/Gottfried_August_B%C3%BCrger
Gottfried Wilhelm Leibniz,expanded,https://en.wikipedia.org/wiki/Gottfried_Wilhelm_Leibniz
Goudreau Museum of Mathematics in Art and Science,expanded,https://en.wikipedia.org/wiki/Goudreau_Museum_of_Mathematics_in_Art_and_Science
Graham Sutherland,expanded,https://en.wikipedia.org/wiki/Graham_Sutherland
Graphic novel,expanded,https://en.wikipedia.org/wiki/Graphic_novel
Great Pyramid of Giza,expanded,https://en.wikipedia.org/wiki/Great_Pyramid_of_Giza
Great Queen Street,expanded,https://en.wikipedia.org/wiki/Great_Queen_Street
Grigol Orbeliani,expanded,https://en.wikipedia.org/wiki/Grigol_Orbeliani
Grodna (Blake),expanded,https://en.wikipedia.org/wiki/Grodna_%28Blake%29
Gustav Holst,expanded,https://en.wikipedia.org/wiki/Gustav_Holst
Gustav Mahler,expanded,https://en.wikipedia.org/wiki/Gustav_Mahler
Gustav Schwab,expanded,https://en.wikipedia.org/wiki/Gustav_Schwab
Gustavo Adolfo Bécquer,expanded,https://en.wikipedia.org/wiki/Gustavo_Adolfo_B%C3%A9cquer
Gérard de Nerval,expanded,https://en.wikipedia.org/wiki/G%C3%A9rard_de_Nerval
Gödel's ontological proof,expanded,https://en.wikipedia.org/wiki/G%C3%B6del%27s_ontological_proof
"Gödel, Escher, Bach",expanded,https://en.wikipedia.org/wiki/G%C3%B6del%2C_Escher%2C_Bach
Haberdashery,expanded,https://en.wikipedia.org/wiki/Haberdashery
Hagia Sophia,expanded,https://en.wikipedia.org/wiki/Hagia_Sophia
Hamid Naderi Yeganeh,expanded,https://en.wikipedia.org/wiki/Hamid_Naderi_Yeganeh
Hannah Arendt,expanded,https://en.wikipedia.org/wiki/Hannah_Arendt
Hans Christian Andersen,expanded,https://en.wikipedia.org/wiki/Hans_Christian_Andersen
Hans Eysenck,expanded,https://en.wikipedia.org/wiki/Hans_Eysenck
Hans Gude,expanded,https://en.wikipedia.org/wiki/Hans_Gude
Har (Blake),expanded,https://en.wikipedia.org/wiki/Har_%28Blake%29
Harald Høffding,expanded,https://en.wikipedia.org/wiki/Harald_H%C3%B8ffding
Harold Bloom,expanded,https://en.wikipedia.org/wiki/Harold_Bloom
Harry Harlow,expanded,https://en.wikipedia.org/wiki/Harry_Harlow
Harry Levi Hollingworth,expanded,https://en.wikipedia.org/wiki/Harry_Levi_Hollingworth
Harry Ransom Center,expanded,https://en.wikipedia.org/wiki/Harry_Ransom_Center
Harvard College,expanded,https://en.wikipedia.org/wiki/Harvard_College
Harvard Divinity School,expanded,https://en.wikipedia.org/wiki/Harvard_Divinity_School
Harvard Medical School,expanded,https://en.wikipedia.org/wiki/Harvard_Medical_School
Harvard University,expanded,https://en.wikipedia.org/wiki/Harvard_University
Harvard University Department of Philosophy,expanded,https://en.wikipedia.org/wiki/Harvard_University_Department_of_Philosophy
Harvey A. Carr,expanded,https://en.wikipedia.org/wiki/Harvey_A._Carr
Health psychology,expanded,https://en.wikipedia.org/wiki/Health_psychology
Heaven in Christianity,expanded,https://en.wikipedia.org/wiki/Heaven_in_Christianity
Hector Berlioz,expanded,https://en.wikipedia.org/wiki/Hector_Berlioz
Hegel,expanded,https://en.wikipedia.org/wiki/Hegel
Hegelianism,expanded,https://en.wikipedia.org/wiki/Hegelianism
Heinrich Heine,expanded,https://en.wikipedia.org/wiki/Heinrich_Heine
Heinrich Marschner,expanded,https://en.wikipedia.org/wiki/Heinrich_Marschner
Heinrich von Kleist,expanded,https://en.wikipedia.org/wiki/Heinrich_von_Kleist
